id	ref	class	di_events	dir	read_len	aln_len	ref_start	ref_end	ref_len	score	max_score	num_match	num_snp	num_ins	num_del	num_mask	shared_7mers	med_q	mean_q
SRR29165088.53470	_NC_007363.1	vRNA	0	F	1040	1027	1	1027	1027	4110.00	5200.00	927	81	11	19	21	533	19.00	18.39
SRR29165088.53476	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4346.00	5240.00	947	74	6	6	21	606	26.00	24.58
SRR29165088.53480	_NC_007363.1	vRNA	0	F	1049	1027	1	1027	1027	4288.00	5245.00	948	66	13	13	22	600	24.00	22.40
SRR29165088.53486	_NC_007363.1	vRNA	0	R	1035	1027	1	1027	1027	4177.00	5175.00	932	76	7	19	20	576	24.00	22.20
SRR29165088.53492	P_NC_007360.1	vRNA	0	F	1579	1565	1	1565	1565	5696.00	7895.00	1349	188	17	28	25	661	23.00	21.47
SRR29165088.53493	_NC_007363.1	vRNA	0	F	1050	1027	1	1027	1027	4371.00	5250.00	950	71	8	6	21	611	25.00	24.04
SRR29165088.53497	_NC_007363.1	vRNA	0	F	1037	1027	1	1027	1027	4102.00	5185.00	924	85	7	18	21	538	21.00	20.09
SRR29165088.53500	_NC_007363.1	vRNA	0	R	1039	1027	1	1027	1027	3993.00	5195.00	920	84	14	23	21	528	20.00	19.06
SRR29165088.53505	P_NC_007360.1	vRNA	0	F	1590	1565	1	1565	1565	5956.00	7950.00	1371	185	15	9	19	704	24.00	22.38
SRR29165088.53507	_NC_002020.1	vRNA	0	F	919	890	1	890	890	3470.00	4595.00	790	89	5	11	35	425	25.00	23.56
SRR29165088.53509	A_NC_007359.1	vRNA	0	R	2260	2233	1	2233	2233	9355.00	11300.00	2051	166	22	16	21	1330	25.00	23.83
SRR29165088.53516	A_NC_007362.1	vRNA	0	R	1797	1760	1	1760	1760	6602.00	8985.00	1541	199	17	20	40	816	25.00	23.60
SRR29165088.53523	_NC_007363.1	vRNA	0	F	1044	1027	1	1027	1027	4313.00	5220.00	948	65	9	14	22	596	25.00	23.06
SRR29165088.53525	_NC_007363.1	vRNA	0	R	1046	1024	1	1024	1027	4013.00	5230.00	919	82	15	23	30	536	17.00	17.46
SRR29165088.53530	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4354.00	5240.00	948	74	4	5	22	600	25.00	23.82
SRR29165088.53536	_NC_004906.1	vRNA	0	R	910	887	4	890	890	3481.00	4550.00	788	88	6	11	28	440	24.00	22.70
SRR29165088.53538	_NC_002020.1	vRNA	0	F	902	890	1	890	890	3440.00	4510.00	788	85	8	17	21	422	22.00	20.80
SRR29165088.53539	_NC_007363.1	vRNA	0	F	1038	1027	1	1027	1027	4231.00	5190.00	936	74	10	17	18	583	24.00	22.02
SRR29165088.53541	_NC_002020.1	vRNA	0	R	883	890	1	890	890	3404.00	4415.00	782	74	5	34	22	431	24.00	21.90
SRR29165088.53544	_NC_007363.1	vRNA	0	F	1035	1027	1	1027	1027	4163.00	5175.00	931	71	12	25	21	582	23.00	21.53
SRR29165088.53546	_NC_007363.1	vRNA	0	F	1055	1027	1	1027	1027	4279.00	5275.00	947	69	16	11	23	588	24.00	22.44
SRR29165088.53555	A_NC_007362.1	vRNA	0	R	1793	1760	1	1760	1760	6748.00	8965.00	1546	196	9	18	42	837	24.00	23.15
SRR29165088.53558	_NC_007363.1	vRNA	0	R	1053	1027	1	1027	1027	4306.00	5265.00	946	70	16	11	21	594	27.00	25.21
SRR29165088.53567	_NC_007363.1	vRNA	0	F	1055	1027	1	1027	1027	4364.00	5275.00	952	70	12	5	21	615	25.00	23.48
SRR29165088.53568	_NC_007363.1	vRNA	0	R	601	594	434	1027	1027	2438.00	3005.00	546	37	7	11	11	337	26.00	23.42
SRR29165088.53574	_NC_002020.1	vRNA	0	F	913	890	1	890	890	3635.00	4565.00	805	82	5	3	21	455	26.00	24.22
SRR29165088.53582	_NC_004906.1	vRNA	0	F	907	890	1	890	890	3407.00	4535.00	789	89	8	12	21	421	24.00	22.60
SRR29165088.53584	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4347.00	5225.00	948	73	5	6	19	605	24.00	22.83
SRR29165088.53586	_NC_007363.1	vRNA	0	F	1057	1027	1	1027	1027	3636.00	5285.00	901	93	41	33	22	433	16.00	16.84
SRR29165088.53595	_NC_007363.1	vRNA	0	F	1049	1027	1	1027	1027	4091.00	5245.00	931	73	24	23	21	564	23.00	21.35
SRR29165088.53598	_NC_002020.1	vRNA	0	R	896	890	1	890	890	3341.00	4480.00	783	83	11	24	19	414	23.00	21.49
SRR29165088.53602	_NC_007363.1	vRNA	0	F	1010	1027	1	1027	1027	3876.00	5050.00	904	74	11	49	21	509	20.00	19.33
SRR29165088.53604	_NC_007363.1	vRNA	0	F	1050	1024	1	1024	1027	3579.00	5250.00	883	112	35	29	20	427	13.00	14.78
SRR29165088.53606	_NC_007363.1	vRNA	0	R	1036	1027	1	1027	1027	3693.00	5180.00	895	99	29	33	13	445	17.00	16.64
SRR29165088.53608	_NC_002020.1	vRNA	0	R	894	890	1	890	890	3119.00	4470.00	762	95	17	33	20	364	21.00	20.01
SRR29165088.53611	_NC_004906.1	vRNA	0	F	905	890	1	890	890	3400.00	4525.00	783	95	6	12	21	416	21.00	20.28
SRR29165088.53617	_NC_007363.1	vRNA	0	F	1056	1023	5	1027	1027	4168.00	5280.00	936	79	17	8	24	577	23.00	20.64
SRR29165088.53624	_NC_007363.1	vRNA	0	R	1031	1027	1	1027	1027	3621.00	5155.00	887	100	23	40	21	447	18.00	18.18
SRR29165088.53625	_NC_007363.1	vRNA	0	F	1054	1027	1	1027	1027	4262.00	5270.00	945	70	18	12	21	599	24.00	22.45
SRR29165088.53627	_NC_004905.2	vRNA	0	F	1582	1557	1	1557	1557	5728.00	7910.00	1353	177	23	27	29	664	24.00	22.03
SRR29165088.53630	_NC_007363.1	vRNA	0	R	1055	1027	1	1027	1027	4364.00	5275.00	953	69	12	5	21	614	25.00	23.54
SRR29165088.53634	_NC_002020.1	vRNA	0	R	903	890	1	890	890	3314.00	4515.00	782	86	14	22	21	391	19.00	18.08
SRR29165088.53635	_NC_007363.1	vRNA	0	F	1043	1027	1	1027	1027	3881.00	5215.00	912	92	18	23	21	476	18.00	17.94
SRR29165088.53637	_NC_007363.1	vRNA	0	R	1035	1027	1	1027	1027	4231.00	5175.00	934	74	7	19	20	589	24.00	21.94
SRR29165088.53643	_NC_007363.1	vRNA	0	R	1058	1027	1	1027	1027	4119.00	5290.00	935	75	23	17	25	547	19.00	18.88
SRR29165088.53655	_NC_007363.1	vRNA	0	R	1045	1023	5	1027	1027	3998.00	5225.00	915	88	16	20	26	538	20.00	19.81
SRR29165088.53656	_NC_002020.1	vRNA	0	R	905	886	5	890	890	3461.00	4525.00	788	86	6	12	25	432	25.00	23.14
SRR29165088.53661	_NC_002020.1	vRNA	0	F	927	890	1	890	890	3579.00	4635.00	804	83	16	3	24	442	25.00	23.18
SRR29165088.53663	P_NC_007360.1	vRNA	0	F	1599	1565	1	1565	1565	5648.00	7995.00	1360	180	38	25	21	646	22.00	20.85
SRR29165088.53675	_NC_007363.1	vRNA	0	R	1061	1027	1	1027	1027	4112.00	5305.00	931	88	21	8	21	574	23.00	20.91
SRR29165088.53681	A_NC_007359.1	vRNA	0	F	2244	2233	1	2233	2233	8867.00	11220.00	2014	176	33	43	21	1280	24.00	22.50
SRR29165088.53683	_NC_007363.1	vRNA	0	R	1043	1026	2	1027	1027	4352.00	5215.00	948	69	4	9	22	618	25.00	23.39
SRR29165088.53690	_NC_007363.1	vRNA	0	R	1037	1027	1	1027	1027	4126.00	5185.00	928	78	10	21	21	546	23.00	21.67
SRR29165088.53702	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4473.00	5240.00	957	68	2	2	21	630	25.00	23.99
SRR29165088.53705	_NC_007363.1	vRNA	0	F	999	1026	1	1026	1027	3342.00	4995.00	859	91	27	76	22	429	17.00	16.57
SRR29165088.53708	_NC_007363.1	vRNA	0	R	608	594	434	1027	1027	2481.00	3040.00	546	44	6	4	12	347	25.00	23.39
SRR29165088.53710	_NC_007363.1	vRNA	0	R	1045	1027	1	1027	1027	3823.00	5225.00	908	92	25	27	20	509	18.00	17.68
SRR29165088.53711	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4341.00	5240.00	950	69	8	8	21	602	25.00	23.53
SRR29165088.53721	_NC_004906.1	vRNA	0	R	910	890	1	890	890	3427.00	4550.00	790	90	9	10	21	422	24.00	22.83
SRR29165088.53722	_NC_002020.1	vRNA	0	F	911	890	1	890	890	3544.00	4555.00	799	81	9	10	22	455	25.00	23.58
SRR29165088.53730	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4219.00	5240.00	940	77	10	10	21	593	24.00	22.43
SRR29165088.53731	_NC_007363.1	vRNA	0	R	1052	1027	1	1027	1027	4408.00	5260.00	953	71	7	3	21	627	26.00	25.10
SRR29165088.53736	_NC_002020.1	vRNA	0	F	912	888	1	888	890	3625.00	4560.00	805	80	5	3	22	450	26.00	25.55
SRR29165088.53737	_NC_002020.1	vRNA	0	R	911	890	1	890	890	3580.00	4555.00	801	83	6	6	21	436	24.00	22.24
SRR29165088.53741	_NC_007363.1	vRNA	0	R	1056	1027	1	1027	1027	4277.00	5280.00	947	73	15	7	21	574	26.00	23.81
SRR29165088.53742	_NC_007363.1	vRNA	0	F	1051	1027	1	1027	1027	4306.00	5255.00	945	72	13	10	21	609	25.00	23.41
SRR29165088.53744	A_NC_007359.1	vRNA	0	F	2235	2225	1	2225	2233	8104.00	11175.00	1946	206	54	73	29	1124	18.00	18.10
SRR29165088.53745	_NC_002020.1	vRNA	0	F	915	890	1	890	890	3199.00	4575.00	775	96	21	19	23	379	17.00	17.37
SRR29165088.53750	_NC_007363.1	vRNA	0	R	1051	1027	1	1027	1027	4381.00	5255.00	953	67	10	7	21	618	24.00	23.18
SRR29165088.53754	_NC_007363.1	vRNA	0	R	1036	1027	1	1027	1027	4213.00	5180.00	937	71	7	19	21	578	24.00	21.94
SRR29165088.53764	A_NC_007359.1	vRNA	0	F	2254	2233	1	2233	2233	9164.00	11270.00	2034	178	21	21	21	1327	24.00	22.79
SRR29165088.53771	_NC_007363.1	vRNA	0	R	1056	1027	1	1027	1027	4244.00	5280.00	943	77	12	7	24	604	24.00	22.03
SRR29165088.53773	_NC_002020.1	vRNA	0	F	889	887	1	887	890	3179.00	4445.00	764	91	11	32	23	370	19.00	18.31
SRR29165088.53782	_NC_007363.1	vRNA	0	R	1036	1027	1	1027	1027	4191.00	5180.00	935	72	14	20	15	604	22.00	20.86
SRR29165088.53786	_NC_007363.1	vRNA	0	F	1054	1027	1	1027	1027	4154.00	5270.00	937	78	18	12	21	566	23.00	21.71
SRR29165088.53792	_NC_007363.1	vRNA	0	R	1036	1027	1	1027	1027	3828.00	5180.00	903	95	17	29	21	518	22.00	20.22
SRR29165088.53799	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4049.00	5240.00	924	88	15	15	21	543	23.00	20.39
SRR29165088.53800	_NC_007363.1	vRNA	0	R	1035	1027	1	1027	1027	4157.00	5175.00	930	75	9	22	21	547	24.00	22.13
SRR29165088.53809	A_NC_007362.1	vRNA	0	F	1790	1760	1	1760	1760	6117.00	8950.00	1506	210	34	44	40	742	17.00	17.35
SRR29165088.53812	_NC_007363.1	vRNA	0	R	1046	1027	1	1027	1027	4228.00	5230.00	939	71	13	17	23	579	23.00	21.35
SRR29165088.53816	_NC_007363.1	vRNA	0	F	722	710	1	710	1027	2530.00	3610.00	609	69	27	32	17	337	23.00	21.08
SRR29165088.53820	_NC_007363.1	vRNA	0	R	1036	1027	1	1027	1027	4322.00	5180.00	943	69	3	15	21	606	25.00	23.49
SRR29165088.53828	_NC_007363.1	vRNA	0	F	1042	1027	1	1027	1027	4397.00	5210.00	954	62	6	11	20	626	26.00	24.38
SRR29165088.53836	_NC_007363.1	vRNA	0	F	1052	1027	1	1027	1027	4304.00	5260.00	949	64	18	14	21	599	24.00	22.78
SRR29165088.53839	_NC_007363.1	vRNA	0	F	1038	1027	1	1027	1027	4107.00	5190.00	928	78	11	21	21	535	24.00	21.39
SRR29165088.53841	_NC_002020.1	vRNA	0	R	896	890	1	890	890	3055.00	4480.00	762	85	30	43	19	376	17.00	17.51
SRR29165088.53845	_NC_007363.1	vRNA	0	F	1009	1020	8	1027	1027	4013.00	5045.00	918	65	10	37	16	534	19.00	18.65
SRR29165088.53848	A_NC_007359.1	vRNA	0	R	2254	2233	1	2233	2233	9209.00	11270.00	2038	182	15	13	19	1303	24.00	23.21
SRR29165088.53850	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4259.00	5245.00	942	72	15	13	20	572	23.00	21.05
SRR29165088.53853	_NC_007363.1	vRNA	0	F	1033	1027	1	1027	1027	4049.00	5165.00	920	86	6	21	21	532	24.00	22.07
SRR29165088.53860	_NC_007363.1	vRNA	0	R	1040	1027	1	1027	1027	4220.00	5200.00	941	72	12	14	15	580	25.00	23.61
SRR29165088.53864	_NC_002020.1	vRNA	0	F	907	890	1	890	890	3189.00	4535.00	764	100	16	26	27	390	23.00	20.81
SRR29165088.53865	_NC_007363.1	vRNA	0	R	1061	1027	1	1027	1027	4040.00	5305.00	928	82	30	17	21	538	20.00	19.37
SRR29165088.53870	_NC_007363.1	vRNA	0	F	1048	1027	1	1027	1027	4275.00	5240.00	943	73	11	11	21	584	24.00	22.76
SRR29165088.53873	_NC_007363.1	vRNA	0	F	1039	1027	1	1027	1027	4015.00	5195.00	920	82	16	25	21	521	20.00	19.58
SRR29165088.53874	A_NC_007362.1	vRNA	0	F	1769	1760	1	1760	1760	6432.00	8845.00	1515	198	16	47	40	799	24.00	21.97
SRR29165088.53876	A_NC_007362.1	vRNA	0	F	1774	1760	1	1760	1760	6533.00	8870.00	1527	199	11	34	37	817	25.00	23.09
SRR29165088.53882	A_NC_007359.1	vRNA	0	R	2244	2233	1	2233	2233	8951.00	11220.00	2018	183	24	32	19	1281	24.00	22.54
SRR29165088.53883	_NC_002020.1	vRNA	0	F	916	886	5	890	890	2921.00	4580.00	757	98	36	31	25	366	15.00	15.66
SRR29165088.53884	_NC_007363.1	vRNA	0	F	1037	1027	1	1027	1027	4248.00	5185.00	940	68	8	19	21	591	24.00	22.57
SRR29165088.53888	A_NC_007359.1	vRNA	0	F	2241	2233	1	2233	2233	8836.00	11205.00	2010	184	25	39	22	1267	23.00	21.35
SRR29165088.53890	A_NC_007362.1	vRNA	0	R	1769	1760	1	1760	1760	5920.00	8845.00	1489	189	57	82	34	745	17.00	18.16
SRR29165088.53891	_NC_007363.1	vRNA	0	R	1048	1021	7	1027	1027	3874.00	5240.00	905	88	28	28	27	516	18.00	17.83
SRR29165088.53892	P_NC_007360.1	vRNA	0	F	1563	1565	1	1565	1565	5790.00	7815.00	1354	178	10	33	21	677	24.00	22.38
SRR29165088.53895	P_NC_007360.1	vRNA	0	R	1580	1565	1	1565	1565	5808.00	7900.00	1358	188	13	19	21	666	25.00	23.38
SRR29165088.53896	_NC_007363.1	vRNA	0	F	1047	1027	1	1027	1027	4302.00	5235.00	944	73	8	10	22	610	25.00	23.31
SRR29165088.53900	_NC_004906.1	vRNA	0	F	904	890	1	890	890	3575.00	4520.00	798	83	2	9	21	461	26.00	24.60
SRR29165088.53901	_NC_007363.1	vRNA	0	R	1042	1027	1	1027	1027	4222.00	5210.00	939	75	7	13	21	574	24.00	22.31
SRR29165088.53903	P_NC_007360.1	vRNA	0	R	1588	1565	1	1565	1565	5964.00	7940.00	1371	183	13	11	21	690	26.00	25.29
SRR29165088.53904	_NC_007363.1	vRNA	0	F	1036	1027	1	1027	1027	3892.00	5180.00	907	99	10	21	20	513	22.00	19.98
SRR29165088.53907	_NC_007363.1	vRNA	0	F	1038	1026	2	1027	1027	4293.00	5190.00	941	75	3	10	19	574	21.00	20.15
SRR29165088.53913	_NC_002020.1	vRNA	0	F	937	890	1	890	890	3466.00	4685.00	802	81	33	7	21	431	23.00	21.44
SRR29165088.53914	_NC_007363.1	vRNA	0	R	1048	1026	1	1026	1027	4051.00	5240.00	925	78	23	23	22	532	22.00	21.11
SRR29165088.53918	_NC_004906.1	vRNA	0	F	906	890	1	890	890	3079.00	4530.00	766	92	27	32	21	387	18.00	17.73
SRR29165088.53920	_NC_007363.1	vRNA	0	F	1046	1027	1	1027	1027	4285.00	5230.00	946	70	10	11	20	591	23.00	21.72
SRR29165088.53929	_NC_007363.1	vRNA	0	F	1043	1027	1	1027	1027	4382.00	5215.00	950	69	3	8	21	612	25.00	23.16
SRR29165088.53940	A_NC_007362.1	vRNA	0	F	1792	1760	1	1760	1760	6676.00	8960.00	1542	195	15	23	40	865	24.00	22.45
SRR29165088.53942	P_NC_007360.1	vRNA	0	F	1585	1565	1	1565	1565	5907.00	7925.00	1372	176	16	17	21	679	25.00	23.44
SRR29165088.53952	_NC_007363.1	vRNA	0	F	1037	1027	1	1027	1027	4219.00	5185.00	939	73	7	15	18	551	23.00	22.15
SRR29165088.53968	_NC_007363.1	vRNA	0	F	1048	1027	1	1027	1027	4117.00	5240.00	932	82	13	13	21	547	24.00	22.38
SRR29165088.53972	_NC_007363.1	vRNA	0	R	1016	1023	5	1027	1027	3688.00	5080.00	888	86	17	49	25	452	20.00	19.12
SRR29165088.53975	_NC_007363.1	vRNA	0	R	611	594	434	1027	1027	2516.00	3055.00	551	42	7	1	11	355	25.00	24.07
SRR29165088.53979	_NC_007363.1	vRNA	0	R	1051	1027	1	1027	1027	4156.00	5255.00	937	74	19	16	21	583	22.00	21.15
SRR29165088.53982	_NC_007363.1	vRNA	0	F	1035	1027	1	1027	1027	4047.00	5175.00	928	69	17	30	21	555	20.00	19.82
SRR29165088.53983	_NC_004906.1	vRNA	0	F	910	890	1	890	890	3332.00	4550.00	784	93	14	13	19	404	19.00	19.14
SRR29165088.53986	_NC_002020.1	vRNA	0	F	906	888	1	888	890	3417.00	4530.00	790	84	12	14	20	424	24.00	22.27
SRR29165088.53987	A_NC_007361.1	vRNA	0	R	1472	1457	2	1458	1458	5402.00	7360.00	1269	162	17	26	24	649	22.00	20.68
SRR29165088.53988	_NC_007363.1	vRNA	0	R	1043	1027	1	1027	1027	4137.00	5215.00	931	77	11	19	24	558	23.00	21.85
SRR29165088.53995	A_NC_007362.1	vRNA	0	R	1769	1760	1	1760	1760	6498.00	8845.00	1517	197	10	46	45	827	23.00	21.45
SRR29165088.54005	A_NC_007362.1	vRNA	0	F	1802	1760	1	1760	1760	6656.00	9010.00	1544	198	20	18	40	850	25.00	23.13
SRR29165088.54013	_NC_007363.1	vRNA	0	R	1045	1027	1	1027	1027	4309.00	5225.00	946	68	10	13	21	601	25.00	23.52
SRR29165088.54021	_NC_002020.1	vRNA	0	F	897	890	1	890	890	3458.00	4485.00	791	82	8	17	16	422	23.00	22.19
SRR29165088.54024	_NC_007363.1	vRNA	0	F	1040	1027	1	1027	1027	4316.00	5200.00	947	66	6	14	21	607	25.00	22.91
SRR29165088.54025	_NC_007363.1	vRNA	0	F	1034	1027	1	1027	1027	4031.00	5170.00	921	80	12	26	21	532	23.00	21.06
SRR29165088.54027	_NC_007363.1	vRNA	0	F	1042	1027	1	1027	1027	4124.00	5210.00	932	77	12	18	21	545	23.00	21.02
SRR29165088.54029	P_NC_007360.1	vRNA	0	R	1579	1565	1	1565	1565	5965.00	7895.00	1370	179	9	16	21	671	25.00	24.43
SRR29165088.54031	A_NC_007362.1	vRNA	0	R	1793	1760	1	1760	1760	6330.00	8965.00	1520	206	25	34	42	807	23.00	21.40
SRR29165088.54040	_NC_002020.1	vRNA	0	R	890	890	1	890	890	2988.00	4450.00	742	111	16	37	21	357	18.00	17.11
SRR29165088.54041	_NC_007363.1	vRNA	0	F	1048	1027	1	1027	1027	4421.00	5240.00	951	73	3	3	21	612	25.00	24.62
SRR29165088.54047	_NC_007363.1	vRNA	0	F	1036	1027	1	1027	1027	4281.00	5180.00	939	71	5	17	21	592	23.00	22.16
SRR29165088.54050	_NC_002020.1	vRNA	0	F	916	890	1	890	890	3473.00	4580.00	795	86	14	9	21	426	25.00	23.14
SRR29165088.54051	_NC_007363.1	vRNA	0	F	1040	1027	1	1027	1027	3883.00	5200.00	908	91	22	28	19	531	22.00	20.09
SRR29165088.54052	_NC_002020.1	vRNA	0	F	917	890	1	890	890	3467.00	4585.00	794	85	17	11	21	421	24.00	22.07
SRR29165088.54055	_NC_007363.1	vRNA	0	F	1037	1027	1	1027	1027	3622.00	5185.00	890	90	34	47	23	456	16.00	16.86
SRR29165088.54062	_NC_007363.1	vRNA	0	F	1050	1027	1	1027	1027	4094.00	5250.00	927	83	12	17	28	526	21.00	20.13
SRR29165088.54067	_NC_007363.1	vRNA	0	F	1048	1027	1	1027	1027	4189.00	5240.00	933	81	13	13	21	584	23.00	21.68
SRR29165088.54072	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4293.00	5240.00	941	75	11	11	21	585	24.00	22.86
SRR29165088.54073	_NC_007363.1	vRNA	0	F	1047	1027	1	1027	1027	4433.00	5235.00	953	70	3	4	21	622	26.00	24.44
SRR29165088.54077	_NC_007363.1	vRNA	0	R	597	593	434	1026	1027	2166.00	2985.00	521	53	10	19	13	280	18.00	17.47
SRR29165088.54082	P_NC_007360.1	vRNA	0	F	1577	1565	1	1565	1565	5806.00	7885.00	1363	181	12	21	21	698	23.00	21.69
SRR29165088.54084	A_NC_007362.1	vRNA	0	F	1788	1760	1	1760	1760	6325.00	8940.00	1520	200	30	40	38	795	20.00	19.46
SRR29165088.54090	_NC_007363.1	vRNA	0	R	1040	1027	1	1027	1027	3946.00	5200.00	921	79	19	27	21	517	20.00	19.79
SRR29165088.54094	A_NC_007359.1	vRNA	0	R	406	365	1869	2233	2233	1393.00	2030.00	329	29	30	7	18	244	21.00	19.79
SRR29165088.54101	_NC_007363.1	vRNA	0	F	1039	1022	1	1022	1027	4230.00	5195.00	938	71	10	13	20	574	24.00	21.88
SRR29165088.54103	_NC_007363.1	vRNA	0	F	1026	1027	1	1027	1027	4076.00	5130.00	918	78	9	31	21	573	23.00	21.65
SRR29165088.54104	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4358.00	5225.00	944	77	3	6	21	605	25.00	23.68
SRR29165088.54117	_NC_004906.1	vRNA	0	F	916	890	1	890	890	3070.00	4580.00	770	97	27	23	22	365	18.00	17.92
SRR29165088.54121	_NC_007375.1	vRNA	0	F	634	612	1730	2341	2341	2483.00	3170.00	550	59	1	3	24	330	27.00	25.01
SRR29165088.54127	_NC_007363.1	vRNA	0	R	1044	1023	5	1027	1027	4087.00	5220.00	924	84	11	15	25	525	22.00	20.79
SRR29165088.54128	_NC_002020.1	vRNA	0	R	908	890	1	890	890	3538.00	4540.00	796	84	6	10	22	432	24.00	23.17
SRR29165088.54140	_NC_007363.1	vRNA	0	F	1047	1027	1	1027	1027	4165.00	5235.00	935	78	13	14	21	563	21.00	19.62
SRR29165088.54146	P_NC_007360.1	vRNA	0	R	1576	1565	1	1565	1565	5847.00	7880.00	1361	175	13	29	27	691	25.00	23.25
SRR29165088.54156	_NC_007363.1	vRNA	0	F	1053	1027	1	1027	1027	4007.00	5265.00	926	82	24	19	21	523	18.00	18.02
SRR29165088.54166	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4267.00	5245.00	943	72	13	12	21	578	25.00	22.85
SRR29165088.54169	_NC_002020.1	vRNA	0	F	910	890	1	890	890	3517.00	4550.00	797	83	9	10	21	440	25.00	23.19
SRR29165088.54173	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4023.00	5225.00	923	85	17	19	20	551	20.00	19.68
SRR29165088.54174	_NC_007363.1	vRNA	0	F	1051	1027	1	1027	1027	4265.00	5255.00	944	76	9	7	22	572	22.00	20.28
SRR29165088.54177	_NC_007363.1	vRNA	0	R	1036	1027	1	1027	1027	3727.00	5180.00	900	92	19	35	25	465	15.00	16.72
SRR29165088.54180	_NC_007363.1	vRNA	0	F	1011	1027	1	1027	1027	4052.00	5055.00	917	67	6	43	21	551	22.00	21.36
SRR29165088.54185	_NC_004906.1	vRNA	0	F	918	890	1	890	890	3372.00	4590.00	784	97	16	9	21	413	23.00	21.13
SRR29165088.54195	_NC_007363.1	vRNA	0	F	1056	1027	1	1027	1027	4068.00	5280.00	928	84	23	15	21	551	22.00	20.37
SRR29165088.54196	A_NC_007361.1	vRNA	0	F	1483	1458	1	1458	1458	5022.00	7415.00	1249	159	51	50	24	622	17.00	17.06
SRR29165088.54201	A_NC_007359.1	vRNA	0	R	2235	2233	1	2233	2233	8837.00	11175.00	2014	177	24	42	20	1228	23.00	21.30
SRR29165088.54204	_NC_007363.1	vRNA	0	F	1041	1026	1	1026	1027	3755.00	5205.00	902	90	28	34	21	470	17.00	17.02
SRR29165088.54207	_NC_007363.1	vRNA	0	F	1055	1027	1	1027	1027	4225.00	5275.00	941	74	19	12	21	579	23.00	22.42
SRR29165088.54211	_NC_007363.1	vRNA	0	R	1038	1026	1	1026	1027	3808.00	5190.00	902	92	23	32	21	515	16.00	17.18
SRR29165088.54216	_NC_002020.1	vRNA	0	F	907	890	1	890	890	3231.00	4535.00	775	92	19	23	21	374	21.00	19.85
SRR29165088.54227	P_NC_007360.1	vRNA	0	R	1591	1565	1	1565	1565	5609.00	7955.00	1346	194	23	25	28	634	22.00	20.86
SRR29165088.54228	_NC_002020.1	vRNA	0	F	900	890	1	890	890	3306.00	4500.00	781	88	10	21	21	400	23.00	21.18
SRR29165088.54232	_NC_007363.1	vRNA	0	R	1029	1027	1	1027	1027	4128.00	5145.00	925	75	8	27	21	553	20.00	19.63
SRR29165088.54237	_NC_002020.1	vRNA	0	F	898	890	1	890	890	3243.00	4490.00	776	81	19	33	22	396	20.00	19.15
SRR29165088.54239	_NC_007363.1	vRNA	0	R	1038	1027	1	1027	1027	4270.00	5190.00	940	70	7	17	21	589	26.00	24.84
SRR29165088.54245	_NC_004906.1	vRNA	0	R	902	890	1	890	890	3406.00	4510.00	786	82	12	22	22	433	24.00	22.37
SRR29165088.54247	_NC_002020.1	vRNA	0	F	893	890	1	890	890	3368.00	4465.00	783	81	8	26	21	415	23.00	21.61
SRR29165088.54258	_NC_007363.1	vRNA	0	R	1040	1027	1	1027	1027	4155.00	5200.00	935	73	11	19	21	552	23.00	21.94
SRR29165088.54269	A_NC_007361.1	vRNA	0	R	1472	1458	1	1458	1458	5497.00	7360.00	1280	151	20	27	21	679	24.00	22.13
SRR29165088.54270	_NC_007363.1	vRNA	0	F	1043	1027	1	1027	1027	4198.00	5215.00	938	74	10	15	21	571	23.00	21.47
SRR29165088.54271	A_NC_007359.1	vRNA	0	R	2255	2233	1	2233	2233	9112.00	11275.00	2027	188	19	18	21	1288	25.00	23.30
SRR29165088.54289	_NC_007363.1	vRNA	0	R	1051	1027	1	1027	1027	4391.00	5255.00	951	73	6	3	21	600	26.00	25.33
SRR29165088.54305	_NC_002020.1	vRNA	0	F	916	890	1	890	890	3250.00	4580.00	781	91	21	18	23	387	20.00	18.99
SRR29165088.54306	A_NC_007362.1	vRNA	0	R	1797	1760	1	1760	1760	6790.00	8985.00	1554	187	15	19	41	878	25.00	23.91
SRR29165088.54308	_NC_002020.1	vRNA	0	R	919	890	1	890	890	3588.00	4595.00	805	80	13	5	21	458	25.00	23.68
SRR29165088.54310	A_NC_007362.1	vRNA	0	F	1794	1760	1	1760	1760	6667.00	8970.00	1544	192	18	24	40	849	24.00	21.88
SRR29165088.54312	_NC_007363.1	vRNA	0	F	1051	1027	1	1027	1027	4334.00	5255.00	946	75	9	6	21	610	26.00	24.47
